index,user_id
313,33472159
314,34320559
315,49599193
316,74448761
317,84806
318,11300
319,29006
320,119893
321,176576
322,218045
323,687163
324,1211392
325,2380230
326,2393485
327,4171382
328,84813
329,8991
330,84825
331,84627
332,108751
333,543720
334,3160577
335,84832
336,78
337,235
338,402
339,1574
340,3948
341,5639
342,6399
343,6586
344,8898
345,10648
346,10652
347,33274
348,52642
349,66836
350,70886
351,146214
352,179630
353,218986
354,295689
355,344226
356,1570745
357,5550850
358,13146172
359,17208128
360,84842
361,8621403
362,84847
363,7781
364,24747
365,44786
366,72254
367,142644
368,152601
369,173918
370,225674
371,245621
372,286476
373,391987
374,422251
375,449671
376,472614
377,652458
378,828220
379,831175
380,904193
381,935202
382,973550
383,1101211
384,1133099
385,1152706
386,1189030
387,1270798
388,1307065
389,1393186
390,1395710
391,1395842
392,1485503
393,1626430
394,1858943
395,1928945
396,2074587
397,2692655
398,3717113
399,3846669
400,3864333
401,6165584
402,8555225
403,16737377
404,17087416
405,46579776
406,81699150
407,84850
408,6655915
409,84854
410,500
411,2367
412,5517
413,9582
414,12017
415,14953
416,16639
417,17535
418,20518
419,24634
420,25046
421,36725
422,37372
423,41567
424,41809
425,44850
426,46671
427,50365
428,50729
429,51400
430,53034
431,54725
432,56241
433,60705
434,67825
435,68682
436,73148
437,77611
438,78947
439,101698
440,106490
441,113517
442,133483
443,144548
444,146569
445,153172
446,166731
447,170281
448,177011
449,227996
450,230029
451,231943
452,245131
453,270802
454,288163
455,328137
456,354009
457,366934
458,380480
459,387694
460,388436
461,405282
462,405910
463,407231
464,422671
465,434575
466,490880
467,500451
468,568047
469,608387
470,651203
471,716556
472,716822
473,758353
474,944452
475,949156
476,957902
477,1011983
478,1025564
479,1056142
480,1142554
481,1217550
482,1239643
483,1336092
484,1438499
485,1449482
486,1522423
487,1538460
488,1663443
489,1698741
490,2230093
491,2647973
492,2665575
493,3056540
494,3117609
495,3665778
496,3742727
497,3742953
498,5183306
499,5437829
500,5862302
501,6047864
502,6312149
503,6320356
504,6622161
505,6773332
506,7414080
507,8991614
508,10187299
509,10522656
510,11423773
511,84866
512,84870
513,84885
514,15487
515,25754
516,33429
517,39548
518,66796
519,133747
520,183678
521,216080
522,249164
523,253316
524,270445
525,352517
526,394869
527,405623
528,415989
529,442889
530,465152
531,503822
532,540035
533,647577
534,660654
535,771624
536,1190944
537,1192893
538,1259291
539,1295771
540,1475361
541,1628287
542,1889710
543,1899334
544,1907079
545,2236138
546,2454540
547,2743004
548,2948958
549,3154871
550,3499830
551,3520163
552,6540297
553,7751182
554,8281699
555,8940963
556,10209201
557,10793868
558,11775975
559,12937630
560,40679192
561,43661875
562,84886
563,79892
564,122341
565,126684
566,188377
567,234813
568,314458
569,332947
570,640840
571,675854
572,713525
573,838127
574,1221193
575,1223257
576,1427086
577,1458018
578,1576325
579,1580789
580,2179169
581,2252355
582,2733735
583,2955243
584,4951047
585,5880539
586,7969122
587,8728205
588,13507857
589,23466040
590,84892
591,80
592,924
593,1615
594,3736
595,7911
596,9265
597,12291
598,13508
599,13700
600,22723
601,25117
602,27544
603,27940
604,33163
605,33424
606,34045
607,36073
608,39191
609,49529
610,50130
611,59397
612,63648
613,81942
614,93594
615,96554
616,97088
617,111424
618,114509
619,139760
620,166921
621,180031
622,195918
623,229521
624,234019
625,238208
626,238531
627,250426
628,265378
629,322311
630,323546
631,327909
632,344777
633,364532
634,376980
635,414923
636,439929
637,455023
638,466863
639,493849
640,499550
641,522948
642,534488
643,534930
644,543671
645,551247
646,558005
647,588473
648,617481
649,622227
650,686220
651,721262
652,731885
653,732595
654,787668
655,797483
656,817739
657,853712
658,878494
659,883126
660,1017236
661,1102694
662,1190716
663,1319720
664,1365881
665,1369770
666,1448449
667,1500684
668,1677817
669,1824582
670,1862212
671,1863771
672,1894248
673,3348231
674,3372410
675,3398624
676,3408176
677,3694604
678,4114823
679,4172079
680,4175141
681,4719590
682,5162819
683,5580297
684,5855893
685,5960497
686,5968653
687,6147001
688,6995927
689,7937824
690,8107784
691,8898989
692,9084345
693,10379601
694,12571019
695,16482298
696,16696352
697,17451647
698,18448734
699,22960610
700,25274700
701,27677125
702,30577653
703,35895831
704,38025074
705,64791123
706,91479326
707,84906
708,7291547
709,408568
710,151272
711,511734
712,220864
713,219029
714,192593
715,185467
716,44418
717,41207
718,40766
719,37407
720,9224
721,696
722,84910
723,20318
724,1161863
725,1231232
726,1702247
727,7349502
728,19333103
729,84912
730,84926
731,422
732,2840
733,3528
734,5348
735,5819
736,19543
737,19935
738,26548
739,27624
740,33387
741,45376
742,48519
743,56778
744,61721
745,67381
746,71047
747,72777
748,72895
749,108380
750,122102
751,126160
752,151001
753,151829
754,154256
755,160360
756,170270
757,176013
758,183223
759,183328
760,194377
761,215911
762,219935
763,229752
764,231633
765,234957
766,245435
767,249125
768,265922
769,265964
770,307280
771,317464
772,339813
773,340055
774,367936
775,378751
776,439947
777,463230
778,467411
779,481677
780,483853
781,487433
782,499192
783,502041
784,511499
785,513108
786,522344
787,549394
788,571159
789,573539
790,594614
791,640208
792,690578
793,720328
794,736316
795,777635
796,804684
797,839000
798,847603
799,904724
800,919930
801,924196
802,935729
803,962099
804,973269
805,981838
806,1009240
807,1036482
808,1051509
809,1087213
810,1107521
811,1111504
812,1130694
813,1134248
814,1143355
815,1282324
816,1322205
817,1369170
818,1374633
819,1393145
820,1394552
821,1411284
822,1430603
823,1445228
824,1450004
825,1454517
826,1517945
827,1545005
828,1556478
829,1561347
830,1620107
831,1623689
832,1633826
833,1643522
834,1656595
835,1667598
836,1682202
837,1838487
838,1850071
839,1851973
840,1853169
841,1865456
842,1883082
843,1891339
844,1902973
845,1983984
846,2123375
847,2143908
848,2194624
849,2327556
850,2366216
851,2572493
852,2574295
853,2829600
854,3068563
855,3110750
856,3172683
857,3182864
858,3670578
859,3725595
860,3753672
861,3772831
862,3959744
863,4070372
864,4275940
865,4304794
866,4316564
867,4323180
868,4332182
869,4573607
870,4688092
871,4732915
872,4801429
873,4908283
874,4928401
875,4977161
876,5068870
877,5154322
878,5287262
879,5355322
880,5457236
881,5701162
882,5912422
883,5985247
884,6032030
885,6060754
886,6104262
887,6169950
888,6207220
889,6404401
890,6525926
891,6595551
892,6609289
893,6767685
894,6799467
895,6868147
896,7255297
897,7342749
898,7688126
899,7718702
900,7914811
901,8056274
902,8228060
903,8294583
904,8321115
905,8449920
906,8453749
907,8456633
908,8547776
909,8784712
910,8925112
911,8977953
912,9022134
913,9027363
914,9141017
915,9161046
916,10088900
917,10116000
918,10395817
919,10716925
920,11093090
921,11183523
922,11228182
923,11351322
924,12037269
925,12835911
926,12927180
927,13038435
928,13808883
929,13812512
930,13918265
931,14836763
932,14843771
933,14994776
934,15185752
935,15933991
936,15981925
937,16037749
938,16060559
939,16091880
940,16548933
941,17324672
942,17325869
943,17949635
944,18500161
945,19141875
946,19264782
947,19337896
948,19653346
949,20294432
950,20451170
951,20716489
952,20716798
953,21243754
954,21265981
955,21350353
956,21983456
957,23191656
958,23743547
959,25737281
960,25756676
961,25994411
962,26059688
963,26308297
964,26755058
965,28670796
966,28828381
967,29150857
968,29507335
969,30262837
970,30627780
971,31683541
972,32246972
973,34192225
974,39279758
975,40840255
976,42153618
977,54807590
978,54920317
979,84929
980,49927092
981,84942
982,84956
983,1497
984,3515
985,60632
986,68415
987,69778
988,181261
989,1778847
990,84963
991,5716227
992,1561955
993,2933430
994,872310
995,7525670
996,69156
997,92839
998,100200
999,696693
1000,999523
1001,9113740
1002,6692932
1003,69138026
1004,52798353
1005,33182225
1006,7999914
1007,61833561
1008,32464864
1009,1539897
1010,112170
1011,327827
1012,805073
1013,49062
1014,14007590
1015,22168189
1016,34829458
1017,8614811
1018,499088
1019,7841344
1020,395518
1021,284535
1022,920186
1023,1388421
1024,5062034
1025,588616
1026,2973130
1027,16667537
1028,1299233
1029,844215
1030,16347790
1031,11461208
1032,3076393
1033,31477038
1034,6508763
1035,14251570
1036,7357679
1037,3370693
1038,21126731
1039,32831059
1040,29572931
1041,11368523
1042,23460812
1043,9574480
1044,3833520
1045,29119
1046,11595462
1047,13424727
1048,552936
1049,5238698
1050,457999
1051,62564919
1052,40828349
1053,11951801
1054,3676859
1055,24196514
1056,2883484
1057,1693164
1058,3198597
1059,66620157
1060,6391763
1061,26435
1062,507615
1063,11243590
1064,1093738
1065,105127
1066,310223
1067,15130873
1068,1695613
1069,229881
1070,34928425
1071,775227
1072,4721750
1073,6170607
1074,1634922
1075,73386
1076,7646286
1077,4353795
1078,33943053
1079,28562
1080,8823299
1081,4563394
1082,602961
1083,2776286
1084,696981
1085,5760625
1086,1162160
1087,2232877
1088,6252638
1089,18229627
1090,1455726
1091,7935491
1092,8005330
1093,1276998
1094,1300796
1095,1812093
1096,31798108
1097,1270987
1098,2363940
1099,301686
1100,587016
1101,223850
1102,747646
1103,7671983
1104,1026125
1105,1151041
1106,18669273
1107,16080180
1108,26229426
1109,1514206
1110,7052836
1111,7724306
1112,1097170
1113,1684999
1114,1268691
1115,19409
1116,4217871
1117,4358746
1118,831617
1119,2029172
1120,20233319
1121,3136577
1122,1530410
1123,19880087
1124,2175521
1125,6324199
1126,76307
1127,570070
1128,11145168
1129,739075
1130,7447701
1131,1923260
1132,4955191
1133,1299646
1134,225407
1135,5320837
1136,489362
1137,633973
1138,9392750
1139,2289
1140,188257
1141,13516
1142,210406
1143,447132
1144,141232
1145,1476775
1146,146201
1147,71256
1148,5554486
1149,2123435
1150,1523305
1151,166301
1152,236374
1153,8467
1154,4060187
1155,7794717
1156,14019524
1157,1789
1158,2302254
1159,5072613
1160,246534
1161,749277
1162,79684
1163,4664162
1164,7131
1165,18370605
1166,2663212
1167,533616
1168,5233399
1169,737065
1170,506129
1171,1402241
1172,136109
1173,406477
1174,194400
1175,6929565
1176,19562669
1177,136556
1178,6880091
1179,417268
1180,566463
1181,5027773
1182,2496253
1183,3584723
1184,598919
1185,3907295
1186,56996
1187,3387500
1188,6251703
1189,1665627
1190,79303
1191,21932
1192,4521
1193,176
1194,3236551
1195,201034
1196,10325
1197,1448368
1198,16529337
1199,227909
1200,2294352
1201,1465
1202,10101036
1203,194482
1204,5038030
1205,11096607
1206,10809900
1207,153183
1208,3411958
1209,7565692
1210,4025362
1211,5035625
1212,3726350
1213,13427467
1214,10095631
1215,2081487
1216,449224
1217,11937539
1218,13643225
1219,9742995
1220,1268572
1221,8280645
1222,3982491
1223,7817228
1224,113896
1225,8217766
1226,761444
1227,762949
1228,76308
1229,157534
1230,127343
1231,3451712
1232,4865608
1233,52195
1234,1163554
1235,17815
1236,364727
1237,1468993
1238,678453
1239,1772945
1240,121766
1241,1913805
1242,709159
1243,579
1244,4660316
1245,1217692
1246,170145
1247,244935
1248,1137314
1249,1276067
1250,1220743
1251,1233196
1252,2006839
1253,426886
1254,2008156
1255,956631
1256,899444
1257,3967972
1258,2163083
1259,1259904
1260,934293
1261,383994
1262,259374
1263,4472489
1264,9287
1265,1382820
1266,633012
1267,10247
1268,669784
1269,1176674
1270,37303
1271,300067
1272,211411
1273,569817
1274,1695075
1275,496903
1276,231686
1277,308049
1278,2467194
1279,1474978
1280,39759
1281,5877145
1282,26528
1283,86659
1284,592149
1285,799078
1286,810438
1287,1383811
1288,869950
1289,1377
1290,74385
1291,671378
1292,347657
1293,239676
1294,383701
1295,604030
1296,21249
1297,170299
1298,302736
1299,2502500
1300,1966039
1301,755787
1302,139091
1303,4862
1304,178512
1305,712927
1306,681600
1307,165799
1308,37621
1309,84980
1310,84990
1311,4117
1312,5750
1313,13230
1314,13352
1315,63054
1316,980463
1317,1447153
1318,1448961
1319,84993
1320,4404426
1321,3116755
1322,14626242
1323,9449215
1324,502635
1325,1627352
1326,146127
1327,2185472
1328,1254693
1329,84997
1330,2160
1331,3092
1332,3458
1333,3499
1334,3500
1335,3620
1336,3959
1337,3970
1338,4395
1339,6882
1340,8161
1341,8465
1342,9012
1343,9108
1344,9128
1345,9168
1346,9550
1347,9657
1348,9780
1349,9795
1350,9904
1351,9958
1352,10682
1353,10735
1354,10995
1355,11504
1356,11810
1357,13040
1358,13423
1359,13574
1360,13689
1361,14398
1362,15679
1363,16088
1364,16950
1365,18025
1366,18215
1367,18252
1368,18357
1369,18360
1370,18462
1371,18510
1372,18655
1373,18807
1374,19881
1375,20384
1376,20759
1377,21084
1378,21702
1379,21972
1380,22321
1381,23535
1382,23662
1383,23812
1384,24614
1385,25507
1386,25661
1387,26023
1388,26476
1389,27234
1390,27374
1391,29084
1392,29440
1393,31357
1394,33604
1395,33700
1396,36298
1397,37822
1398,40016
1399,40050
1400,40720
1401,42583
1402,43180
1403,43346
1404,44828
1405,47598
1406,48169
1407,48426
1408,51196
1409,52566
1410,56988
1411,58097
1412,59304
1413,60063
1414,60346
1415,62442
1416,62444
1417,62601
1418,63413
1419,67783
1420,68812
1421,72997
1422,73962
1423,74346
1424,76616
1425,78609
1426,80636
1427,80826
1428,82097
1429,87285
1430,90067
1431,91011
1432,95184
1433,97468
1434,98253
1435,101800
1436,104738
1437,109069
1438,109314
1439,112881
1440,116996
1441,121447
1442,125312
1443,131780
1444,134764
1445,135112
1446,139061
1447,139936
1448,140553
1449,153341
1450,154188
1451,166722
1452,166871
1453,177122
1454,177726
1455,178087
1456,178347
1457,188741
1458,203046
1459,207690
1460,209780
1461,214769
1462,230654
1463,247193
1464,249170
1465,250465
1466,282401
1467,309329
1468,315198
1469,317398
1470,368257
1471,437417
1472,440251
1473,466556
1474,519604
1475,572235
1476,608755
1477,615042
1478,657049
1479,661423
1480,666730
1481,680124
1482,680192
1483,785824
1484,795039
1485,828919
1486,864587
1487,870716
1488,914574
1489,945767
1490,962574
1491,970563
1492,1029795
1493,1098591
1494,1256183
1495,1277485
1496,1327435
1497,1422834
1498,1592685
1499,1610650
1500,1660100
1501,2282546
1502,3115650
1503,5676604
1504,6111229
1505,6993514
1506,9815934
1507,10881147
1508,12739474
1509,48517487
1510,48558849
1511,53470053
1512,85002
1513,85007
1514,772
1515,1228
1516,1354
1517,1384
1518,2603
1519,3705
1520,7360
1521,7659
1522,12923
1523,15198
1524,16604
1525,22726
1526,25131
1527,32292
1528,43658
1529,45870
1530,49038
1531,52241
1532,52870
1533,57258
1534,68232
1535,80237
1536,82469
1537,99601
1538,110123
1539,110401
1540,131923
1541,139272
1542,142955
1543,169705
1544,172808
1545,234593
1546,235208
1547,244586
1548,252962
1549,280683
1550,308759
1551,328223
1552,353158
1553,395836
1554,498212
1555,629136
1556,681752
1557,753101
1558,755462
1559,791263
1560,798235
1561,833072
1562,847270
1563,1012459
1564,1013235
1565,1121581
1566,1125431
1567,1650049
1568,1761121
1569,2117192
1570,2237452
1571,2801580
1572,6221298
1573,10103766
1574,11507307
1575,15152540
1576,85014
1577,85017
1578,3359
1579,4744
1580,54260
1581,73359
1582,102018
1583,184462
1584,369105
1585,372683
1586,794959
1587,1020989
1588,1045608
1589,1750590
1590,85025
1591,85037
1592,85039
1593,120872
1594,205963
1595,1605860
1596,1873955
1597,6775963
1598,85040
1599,3307
1600,27648
1601,27772
1602,61806
1603,175851
1604,251416
1605,528972
1606,1424198
1607,2428804
1608,4681098
1609,85041
1610,21967
1611,30897
1612,35017
1613,61195
1614,85957
1615,90512
1616,102904
1617,118162
1618,144876
1619,155616
1620,357219
1621,386545
1622,387251
1623,527144
1624,610031
1625,631802
1626,900963
1627,1045274
1628,1457701
1629,1538642
1630,1637752
1631,1938520
1632,1940365
1633,2740549
1634,3019562
1635,3833404
1636,3850065
1637,4256076
1638,4590009
1639,4616705
1640,4766244
1641,5869668
1642,5961363
1643,6393946
1644,6786817
1645,7799215
1646,8861426
1647,10039233
1648,13810084
1649,15232461
1650,16429195
1651,19316487
1652,85043
1653,43812
1654,46275
1655,57603
1656,63131
1657,69234
1658,90112
1659,94016
1660,135844
1661,156469
1662,170479
1663,181025
1664,184731
1665,213275
1666,346311
1667,346914
1668,404858
1669,413777
1670,416920
1671,502359
1672,825855
1673,848177
1674,864073
1675,868690
1676,872219
1677,934322
1678,1126912
1679,1281107
1680,1345335
1681,2102406
1682,2124392
1683,2205535
1684,3239582
1685,3742992
1686,3920290
1687,4084277
1688,4504083
1689,4588060
1690,5269141
1691,5446525
1692,6288566
1693,7929704
1694,8258662
1695,8302525
1696,8886672
1697,8997380
1698,13010268
1699,13173779
1700,15735305
1701,17214574
1702,17358105
1703,20259631
1704,20475953
1705,26462973
1706,31288652
1707,38090386
1708,41175134
1709,42524459
1710,85047
1711,25190487
1712,965463
1713,37779789
1714,31318783
1715,15001883
1716,5286893
1717,8234207
1718,530887
1719,1911760
1720,13238178
1721,36733620
1722,20723
1723,11820748
1724,5311656
1725,5798480
1726,85051
1727,2266946
1728,3987142
1729,85053
1730,19950
1731,21294
1732,710255
1733,782538
1734,987057
1735,1503976
1736,1585614
1737,3614016
1738,4084955
1739,4886507
1740,5819534
1741,6100156
1742,6642367
1743,7357389
1744,7683691
1745,9895223
1746,11272850
1747,11445999
1748,12239675
1749,26666267
1750,89478378
1751,85062
1752,13137072
1753,85066
1754,85070
1755,1657217
1756,85068
1757,85067
1758,85065
1759,77071
1760,75802
1761,71891
1762,70188
1763,69855
1764,68707
1765,44547
1766,42236
1767,28444
1768,22245
1769,8585
1770,85080
1771,2322
1772,21679
1773,22655
1774,29862
1775,113540
1776,208756
1777,377206
1778,596769
1779,598037
1780,598796
1781,629429
1782,637333
1783,641289
1784,694774
1785,1073158
1786,1105524
1787,1123322
1788,1126671
1789,1146225
1790,1162146
1791,1186954
1792,1376440
1793,1538669
1794,1667567
1795,2091782
1796,3817697
1797,3958469
1798,5395017
1799,5551094
1800,5695612
1801,13406789
1802,14702823
1803,20851561
1804,25744800
1805,52631853
1806,85085
1807,50003
1808,15702
1809,85090
1810,119974
1811,188810
1812,275175
1813,787250
1814,960753
1815,1623542
1816,2379334
1817,4983682
1818,10762651
1819,17869024
1820,85093
1821,6612
1822,36863
1823,67258
1824,101858
1825,114173
1826,169999
1827,236470
1828,236959
1829,256046
1830,264070
1831,630306
1832,634175
1833,961569
1834,1256531
1835,5178939
1836,6377597
1837,6719572
1838,6998507
1839,7589164
1840,8211398
1841,12060844
1842,39924718
1843,85097
1844,85098
1845,1
1846,692
1847,4196
1848,23469
1849,38911
1850,40809
1851,41056
1852,53281
1853,56100
1854,57828
1855,67555
1856,85566
1857,85608
1858,96793
1859,99944
1860,123594
1861,136959
1862,155884
1863,159488
1864,178399
1865,191758
1866,204892
1867,216535
1868,222051
1869,226027
1870,226778
1871,279456
1872,367108
1873,381495
1874,415312
1875,545830
1876,549654
1877,581143
1878,602511
1879,636083
1880,637269
1881,647317
1882,733388
1883,777278
1884,919717
1885,921925
1886,978669
1887,1144899
1888,1187491
1889,1234676
1890,1308397
1891,1330683
1892,1365941
1893,1366709
1894,1528511
1895,1587837
1896,1619852
1897,1629785
1898,1785254
1899,1799346
1900,1841638
1901,1988436
1902,2146515
1903,2178576
1904,2182246
1905,2310581
1906,2319168
1907,2320932
1908,2346599
1909,2415478
1910,2660801
1911,2690580
1912,2857535
1913,3393168
1914,3414865
1915,3578174
1916,4069972
1917,4141108
1918,4668699
1919,5424927
1920,5439991
1921,5560575
1922,5898358
1923,6744740
1924,7081217
1925,7132646
1926,7369626
1927,9034686
1928,9600190
1929,9761138
1930,10254401
1931,10349817
1932,11282440
1933,11337769
1934,11447724
1935,12577464
1936,16688047
1937,17827297
1938,21250813
1939,22229196
1940,22904029
1941,26147957
1942,28811456
1943,29264485
1944,29314819
1945,33380107
1946,33874681
1947,43045568
1948,45735850
1949,48634525
1950,69219954
1951,85102
1952,326280
1953,6403388
1954,85111
1955,85112
1956,6259
1957,6961
1958,18967
1959,19172
1960,80459
1961,85115
1962,41829
1963,59073
1964,188336
1965,443125
1966,584259
1967,780485
1968,1495032
1969,1868037
1970,2699235
1971,9019397
1972,11968347
1973,14062273
1974,16187979
1975,17766317
1976,20407524
1977,48356317
1978,55062873
1979,85125
1980,85126
1981,358171
1982,466945
1983,796179
1984,905988
1985,1414921
1986,4874095
1987,5330967
1988,11243542
1989,85134
1990,529
1991,21373
1992,43009
1993,96356
1994,97227
1995,143572
1996,152125
1997,183649
1998,237176
1999,239291
2000,252317
2001,278913
2002,359395
2003,384589
2004,467745
2005,494562
2006,502396
2007,561810
2008,617438
2009,663334
2010,698455
2011,721822
2012,726566
2013,901469
2014,905434
2015,970390
2016,1010525
2017,1014558
2018,1018815
2019,1164623
2020,1234841
2021,1323793
2022,1336484
2023,1403893
2024,1405228
2025,1491203
2026,1537121
2027,1829010
2028,2155909
2029,2282449
2030,2330098
2031,2993947
2032,3103540
2033,3122478
2034,3196361
2035,3271108
2036,3736018
2037,3746270
2038,4198591
2039,4221272
2040,4312154
2041,4642785
2042,4645762
2043,4987102
2044,5550931
2045,5717712
2046,5799425
2047,6594276
2048,6960701
2049,8287771
2050,8353464
2051,11371343
2052,11719888
2053,12790101
2054,13194292
2055,14026360
2056,16398479
2057,24842848
2058,27487150
2059,85147
2060,706
2061,12790
2062,24607
2063,38565
2064,42082
2065,53879
2066,54970
2067,58365
2068,58860
2069,83844
2070,125547
2071,163582
2072,174761
2073,175836
2074,195836
2075,233907
2076,241138
2077,290496
2078,342945
2079,396124
2080,445459
2081,470058
2082,494385
2083,532320
2084,551151
2085,558657
2086,568948
2087,729648
2088,756433
2089,773569
2090,823865
2091,947568
2092,1107121
2093,1152747
2094,1195774
2095,1282026
2096,1392192
2097,1449905
2098,1478284
2099,1734615
2100,1769076
2101,1915434
2102,2241689
2103,2467754
2104,2520865
2105,2577440
2106,2626883
2107,2696321
2108,2706839
2109,3772245
2110,3848910
2111,4225664
2112,4838354
2113,5379711
2114,5433336
2115,5722676
2116,5764407
2117,5897464
2118,5918727
2119,6635511
2120,7040307
2121,7525026
2122,7694091
2123,8046615
2124,9587029
2125,9867640
2126,10518920
2127,11216545
2128,11374482
2129,13804733
2130,14027793
2131,16593871
2132,20308439
2133,27178756
2134,47437979
2135,55238388
2136,85151
2137,85167
2138,213099
2139,2756670
2140,85169
2141,1742
2142,7396
2143,8460
2144,57394
2145,70106
2146,77077
2147,114726
2148,153745
2149,356330
2150,375258
2151,610707
2152,637248
2153,724236
2154,771581
2155,946043
2156,1114146
2157,1142178
2158,1149946
2159,1335613
2160,1369547
2161,1380979
2162,1553376
2163,1625226
2164,1710774
2165,2009124
2166,2139672
2167,4383736
2168,5378879
2169,5625494
2170,6962811
2171,62406756
2172,81950385
2173,95733904
2174,103620719
2175,85176
2176,6637
2177,887899
2178,3487071
2179,85181
2180,1214655
2181,1310713
2182,2086345
2183,3213296
2184,3839044
2185,5402858
2186,5402862
2187,5402866
2188,5402868
2189,5402872
2190,5402873
2191,5402875
2192,5402886
2193,5402909
2194,10711858
2195,85191
2196,567
2197,1517
2198,2621
2199,3432
2200,4965
2201,7171
2202,9516
2203,19727
2204,20774
2205,26131
2206,27620
2207,42478
2208,44390
2209,46482
2210,48721
2211,49398
2212,50872
2213,61306
2214,63387
2215,67471
2216,67496
2217,74661
2218,80382
2219,92498
2220,95209
2221,104030
2222,107911
2223,115885
2224,118015
2225,121164
2226,131590
2227,134848
2228,135621
2229,181622
2230,185672
2231,211438
2232,221943
2233,273436
2234,275966
2235,293058
2236,298143
2237,299848
2238,313837
2239,328614
2240,346655
2241,348099
2242,362064
2243,377295
2244,425325
2245,430014
2246,444037
2247,448014
2248,456674
2249,510328
2250,516122
2251,538008
2252,538456
2253,613233
2254,629060
2255,642819
2256,646905
2257,663003
2258,685902
2259,728850
2260,733217
2261,743438
2262,761042
2263,786068
2264,796508
2265,851520
2266,943810
2267,962956
2268,970862
2269,970948
2270,973334
2271,980343
2272,1021506
2273,1188614
2274,1210378
2275,1225294
2276,1277889
2277,1320667
2278,1360604
2279,1398104
2280,1406291
2281,1443395
2282,1507900
2283,1560721
2284,1622080
2285,1674699
2286,1684627
2287,1718656
2288,1907056
2289,2041322
2290,2083862
2291,2447596
2292,2506610
2293,2894642
2294,3501767
2295,3674571
2296,3728195
2297,3804074
2298,3814724
2299,3855168
2300,4324516
2301,4437660
2302,4557976
2303,4779085
2304,5006984
2305,5609886
2306,6411389
2307,6965731
2308,7300298
2309,8510526
2310,9036243
2311,9440147
2312,9684480
2313,10129628
2314,10255090
2315,10772621
2316,13388033
2317,17164716
2318,17411921
2319,18263007
2320,26111333
2321,39369995
2322,85194
2323,2056
2324,153942
2325,161003
2326,358830
2327,422341
